ID_Estudiante,Universidad,Carrera,Edad,Sexo,Año_Cursado,Actividad_Extracurricular,Red_Social_Favorita,Motivacion_Principal,Reto_Mayor,Tecnologia_Clave,Promedio_Academico,Horas_Estudio_Semana,Horas_Ocio_Semana,Satisfaccion_Vida,Emprende,Fecha_Registro
540,ULA,Medicina,21,Femenino,3,Deporte,Facebook,Diversión,Estrés académico,Excel,11.38,29.0,4.0,Media,No,2022-10-16
541,UC,Medicina,18,Femenino,4,Deporte,TikTok,Diversión,Falta de recursos,Excel,10.01,15.2,20.5,Alta,No,2023-01-12
542,UNIMET,Arquitectura,24,Masculino,2,Emprendimiento,Discord,Superación personal,Desigualdad,JavaScript,19.03,12.1,24.7,Alta,No,2023-03-06
543,UNEXPO,Ingeniería,24,Masculino,1,Investigación,Twitter/X,Innovar,Desmotivación,JavaScript,10.25,14.3,20.8,Muy baja,No,2022-08-17
544,UPEL,Medicina,27,Femenino,6,Investigación,WhatsApp,Impactar en la sociedad,Ansiedad,Power BI,12.09,10.9,15.9,Alta,No,2023-05-10
545,UNEARTE,Arquitectura,17,Femenino,5,Voluntariado,Discord,Superación personal,Falta de tiempo,Figma,14.16,8.3,28.6,Media,No,2022-02-17
546,UCV,Derecho,24,Femenino,3,Club de Debate,WhatsApp,Innovar,Estrés académico,Power BI,13.57,19.7,10.4,Media,si,2023-07-16
547,UPEL,Psicología,21,masculino,1,Danza,Facebook,Superación personal,Falta de tiempo,Figma,19.12,9.0,2.5,Alta,Sí,2022-11-19
548,UCV,Ingeniería,18,Femenino,5,Investigación,Instagram,Superación personal,Falta de tiempo,Power BI,10.4,11.0,14.1,Media,No,2022-03-04
549,LUZ,Economía,18,Masculino,5,Arte,Instagram,Impactar en la sociedad,Falta de tiempo,R,15.12,24.2,2.9,Muy baja,si,2023-12-26
550,LUZ,Educación,22,Masculino,6,Voluntariado,Instagram,Impactar en la sociedad,Falta de tiempo,R,16.8,10.8,28.7,Baja,Sí,2022-05-01
196,UNEXPO,Medicina,26,MASCULINO,1,Investigación,Facebook,Diversión,Falta de tiempo,R,11.54,38.4,25.1,Media,Sí,2022-08-20
80,UNEARTE,Medicina,17,FEMENINO,4,Deporte,Instagram,Reconocimiento,Desmotivación,SPSS,18.06,33.7,8.7,Media,No,2022-02-11
481,UCAB,Economía,25,Femenino,4,Voluntariado,WhatsApp,Impactar en la sociedad,Ansiedad,SPSS,10.91,31.2,22.0,Alta,No,2023-03-17
110,USB,Comunicación Social,23,Femenino,6,Danza,TikTok,Networking,Presión social,JavaScript,10.42,25.4,28.2,Muy alta,Sí,2023-01-16
523,UCAB,Psicología,19,Masculino,4,Emprendimiento,Twitter/X,Diversión,Ansiedad,R,13.09,18.8,25.5,Muy alta,NO,2022-05-02
533,LUZ,Derecho,20,Masculino,3,Arte,WhatsApp,Reconocimiento,Desmotivación,Power BI,10.19,39.8,4.2,Alta,No,2022-09-19
85,UNEXPO,Biología,23,Masculino,5,Voluntariado,Twitter/X,Desarrollar habilidades,Desmotivación,HTML/CSS,10.25,15.8,17.2,Baja,no,2023-04-03
369,LUZ,Comunicación Social,24,Femenino,4,Gaming,Facebook,Diversión,Desinformación,SQL,15.89,32.7,9.3,Media,No,2022-03-05
133,USB,Educación,19,Femenino,3,Investigación,Instagram,Superación personal,Falta de tiempo,JavaScript,18.24,34.9,22.4,Alta,No,2022-11-26
365,LUZ,Administración,25,Masculino,5,Arte,Discord,Diversión,Presión social,Excel,19.03,30.4,13.1,Muy baja,Sí,2023-07-13
